label,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,veil-type
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","v","p","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","y","p","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","v","g","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","y","p","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","y","p","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","y","g","p"
"c","f","y","y","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","y","g","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","d","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","v","d","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","n","n","w","o","l","h","v","g","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","y","d","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","y","g","p"
"p","f","y","g","t","n","f","c","b","w","t","b","s","s","p","w","w","o","p","n","y","d","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","y","d","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","v","d","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","v","g","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","y","g","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","y","p","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","y","d","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","y","p","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","v","g","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","v","d","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","v","g","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","y","d","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","g","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","v","g","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","y","g","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","y","p","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","y","g","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","y","g","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","v","p","p"
"p","x","y","r","f","n","f","c","n","p","e","?","s","f","w","w","w","o","f","h","v","d","p"
"c","f","y","y","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","y","g","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","y","d","p"
"c","x","y","n","f","s","f","c","n","b","t","?","k","s","w","w","w","o","e","w","v","p","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","v","d","p"
"c","k","y","n","f","n","f","c","n","w","e","?","k","y","w","n","w","o","e","w","v","d","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","y","d","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","v","d","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","y","g","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","y","g","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","p","p","w","o","l","h","v","d","p"
"c","x","f","g","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","v","d","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","v","d","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","y","g","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","y","g","p"
"p","f","y","e","t","n","f","c","b","w","t","b","s","s","g","p","w","o","p","k","y","d","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","p","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","v","g","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","n","n","w","o","l","h","v","g","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","v","p","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","n","b","w","o","l","h","y","g","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","y","g","p"
"c","f","s","b","t","f","f","c","b","w","t","b","s","s","w","w","w","o","p","h","s","u","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","n","n","w","o","l","h","v","p","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","n","n","w","o","l","h","v","p","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","y","d","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","v","d","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","g","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","v","g","p"
"p","x","s","e","t","n","f","c","b","e","e","?","s","s","w","e","w","t","e","w","c","w","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","v","d","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","y","d","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","n","n","w","o","l","h","y","d","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","y","p","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","n","n","w","o","l","h","v","d","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","y","g","p"
"c","b","y","w","t","n","f","w","n","w","e","b","s","s","w","w","w","o","p","w","c","l","p"
"c","f","s","b","t","f","f","c","b","h","t","b","s","s","w","w","w","o","p","h","v","u","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","y","p","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","b","b","w","o","l","h","y","d","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","v","p","p"
"c","f","y","y","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","v","p","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","n","n","w","o","l","h","y","d","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","v","d","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","v","g","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","y","g","p"
"c","x","s","w","t","f","f","c","b","w","t","b","f","f","w","w","w","o","p","h","s","u","p"
"p","f","y","g","t","n","f","c","b","n","t","b","s","s","g","p","w","o","p","n","v","d","p"
"c","x","y","n","f","y","f","c","n","b","t","?","s","k","w","p","w","o","e","w","v","d","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","p","p","w","o","l","h","y","d","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","y","g","p"
"p","f","y","e","t","n","f","c","b","n","t","b","s","s","p","g","w","o","p","k","v","d","p"
"p","x","y","b","t","n","f","c","b","e","e","?","s","s","w","e","w","t","e","w","c","w","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","g","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","y","d","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","n","b","w","o","l","h","v","p","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","y","g","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","y","g","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","y","g","p"
"c","x","f","g","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","y","g","p"
"c","f","y","y","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","v","g","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","y","g","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","y","p","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","n","b","w","o","l","h","y","g","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","y","d","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","v","d","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","y","p","p"
"p","x","y","u","f","n","f","c","n","h","e","?","s","f","w","w","w","o","f","h","y","d","p"
"c","x","f","g","f","f","f","c","b","g","e","b","k","k","n","n","w","o","l","h","v","g","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","v","g","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","y","g","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","v","g","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","v","g","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","v","g","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","y","d","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","v","g","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","y","d","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","v","p","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","v","p","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","y","g","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","y","d","p"
"p","f","f","e","t","n","f","c","b","u","t","b","s","s","g","w","w","o","p","n","y","d","p"
"c","f","s","b","t","f","f","c","b","h","t","b","s","f","w","w","w","o","p","h","v","u","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","v","d","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","v","p","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","y","g","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","y","p","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","v","d","p"
"p","f","y","n","t","n","f","c","b","u","t","b","s","s","w","g","w","o","p","k","v","d","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","y","g","p"
"p","x","s","b","t","n","f","c","b","e","e","?","s","s","w","w","w","t","e","w","c","w","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","y","g","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","y","d","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","y","g","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","b","b","w","o","l","h","v","p","p"
"p","f","f","e","t","n","f","c","b","n","t","b","s","s","g","g","w","o","p","k","y","d","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","v","d","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","v","d","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","v","g","p"
"c","x","y","n","f","y","f","c","n","b","t","?","k","s","w","p","w","o","e","w","v","d","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","v","p","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","n","b","w","o","l","h","v","g","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","n","n","w","o","l","h","v","p","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","v","d","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","v","p","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","v","g","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","v","d","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","v","g","p"
"c","x","s","g","f","c","f","c","n","p","e","b","s","s","w","w","w","o","p","k","v","d","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","y","g","p"
"c","f","s","g","t","f","f","c","b","h","t","b","f","f","w","w","w","o","p","h","s","u","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","y","p","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","n","b","w","o","l","h","y","d","p"
"p","f","y","g","t","n","f","c","b","u","t","b","s","s","p","g","w","o","p","k","y","d","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","y","d","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","v","g","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","n","b","w","o","l","h","y","p","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","y","g","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","y","d","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","y","p","p"
"p","f","y","n","t","n","f","c","b","n","t","b","s","s","g","g","w","o","p","n","v","d","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","n","n","w","o","l","h","y","g","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","v","g","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","v","p","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","p","p","w","o","l","h","y","g","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","y","p","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","y","g","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","y","g","p"
"p","k","y","b","t","n","f","c","b","e","e","?","s","s","e","e","w","t","e","w","c","w","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","y","p","p"
"c","x","y","n","f","s","f","c","n","b","t","?","s","k","p","w","w","o","e","w","v","d","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","y","p","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","n","n","w","o","l","h","y","p","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","v","g","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","v","d","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","y","g","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","g","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","y","d","p"
"c","x","s","w","t","f","f","c","b","p","t","b","f","f","w","w","w","o","p","h","v","u","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","v","g","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","y","p","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","y","g","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","v","p","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","n","b","w","o","l","h","y","g","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","v","p","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","y","p","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","y","p","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","v","p","p"
"p","f","y","n","t","n","f","c","b","p","t","b","s","s","w","p","w","o","p","k","y","d","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","v","d","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","n","n","w","o","l","h","v","p","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","v","g","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","y","d","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","v","p","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","p","p","w","o","l","h","v","d","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","v","d","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","d","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","y","d","p"
"p","f","f","c","f","n","f","w","n","w","e","b","s","f","w","n","w","o","e","w","v","l","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","v","g","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","y","p","p"
"c","f","f","y","f","n","f","c","n","w","e","?","k","y","w","y","w","o","e","w","v","d","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","y","p","p"
"c","x","s","g","t","f","f","c","b","p","t","b","f","s","w","w","w","o","p","h","v","g","p"
"p","f","s","n","t","n","f","c","b","e","e","?","s","s","w","w","w","t","e","w","c","w","p"
"c","x","y","n","f","y","f","c","n","b","t","?","s","k","p","p","w","o","e","w","v","p","p"
"c","x","s","g","f","c","f","w","n","u","e","b","s","s","w","w","w","o","p","k","v","d","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","n","n","w","o","l","h","y","d","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","v","g","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","y","d","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","v","g","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","y","d","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","y","d","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","b","n","w","o","l","h","y","g","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","y","g","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","v","d","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","v","p","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","y","p","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","y","p","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","d","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","v","p","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","v","d","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","v","g","p"
"c","x","y","g","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","v","g","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","v","d","p"
"p","x","s","b","t","n","f","c","b","w","e","?","s","s","e","w","w","t","e","w","c","w","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","v","d","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","v","d","p"
"c","x","y","n","f","s","f","c","n","b","t","?","s","s","p","p","w","o","e","w","v","l","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","b","b","w","o","l","h","y","d","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","n","b","w","o","l","h","v","p","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","y","d","p"
"c","f","f","y","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","y","g","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","n","n","w","o","l","h","v","d","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","v","g","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","p","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","v","p","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","y","g","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","y","g","p"
"p","x","y","u","f","n","f","c","n","h","e","?","s","f","w","w","w","o","f","h","v","d","p"
"p","f","y","b","t","n","f","c","b","e","e","?","s","s","e","e","w","t","e","w","c","w","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","y","d","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","y","p","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","v","g","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","y","d","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","v","g","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","y","g","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","v","g","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","y","g","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","v","d","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","p","p","w","o","l","h","v","d","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","n","b","w","o","l","h","v","g","p"
"c","f","y","y","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","y","g","p"
"c","f","f","g","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","v","g","p"
"c","f","s","b","t","f","f","c","b","w","t","b","s","f","w","w","w","o","p","h","v","g","p"
"c","f","s","w","t","n","f","c","b","g","e","b","s","s","w","w","w","t","p","r","v","m","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","y","p","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","v","p","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","v","d","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","v","p","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","y","d","p"
"p","f","f","g","t","n","f","c","b","u","t","b","s","s","g","g","w","o","p","n","v","d","p"
"p","x","y","u","f","n","f","c","n","u","e","?","s","f","w","w","w","o","f","h","v","d","p"
"c","x","y","g","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","y","d","p"
"c","f","f","y","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","v","g","p"
"c","x","y","y","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","v","d","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","v","d","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","y","p","p"
"c","x","f","y","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","v","d","p"
"c","x","y","y","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","y","p","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","v","g","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","y","p","p"
"c","f","y","g","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","y","g","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","v","p","p"
"c","x","f","y","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","y","p","p"
"p","f","f","e","t","n","f","c","b","w","t","b","s","s","w","g","w","o","p","n","v","d","p"
"c","x","y","y","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","y","d","p"
"c","f","f","g","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","v","d","p"
"c","x","y","g","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","y","p","p"
"c","f","y","g","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","v","p","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","y","p","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","y","d","p"
"c","f","f","g","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","v","g","p"
"c","f","y","g","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","y","d","p"
"c","f","f","y","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","v","d","p"
"c","x","f","y","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","y","d","p"
